0.00117198,#21 InspStart-Analysis1 
0.007676807,
0.01439274,
0.02133612,
0.02877316,
0.03607402,
0.04346925,
0.0509446,
0.05849038,
0.06610526,
0.07379978,
0.08159827,
0.08953737,
0.09795548,
0.1061377,
0.114387,
0.1227155,
0.1311367,
0.1396684,
0.1483364,
0.1571757,
0.1662297,
0.1758902,
0.185312,
0.1948392,
0.2044732,
0.2142168,
0.2240779,
0.2340745,
0.2442376,
0.2546111,
0.2656475,
0.276365,
0.2871709,
0.298079,
0.3091088,
0.3202901,
0.3316682,
0.3433057,
0.3552804,
0.36814,
0.3807727,
0.3936637,
0.4068344,
0.4203015,
0.4340822,
0.4481984,
0.4626817,
0.4775726,
0.4934434,
0.5089694,
0.5246579,
0.5404945,
0.5564705,
0.5725909,
0.5888801,
0.6053861,
0.6221792,
0.6399498,
0.6572165,
0.6746059,
0.6921422,
0.7098511,
0.7277648,
0.7459289,
0.7644072,
0.7832789,
0.8033224,
0.822838,
0.8425246,
0.8623925,
0.8824526,
0.9027235,
0.9232411,
0.9440633,
0.9652703,
0.9877388,
1.009546,
1.031494,
1.05361,
1.075928,
1.098495,
1.121382,
1.144686,
1.168532,
1.193935,
1.218761,
1.243929,
1.269478,
1.29544,
1.321846,
1.348737,
1.376172,
1.404227,
1.433966,
1.462944,
1.49213,
1.521518,
1.551111,
1.580925,
1.611007,
1.641436,
1.672328,
1.704908,
1.736506,
1.768254,
1.800202,
1.832394,
1.864886,
1.897748,
1.93108,
1.965004,
2.000864,
2.035691,
2.07072,
2.10598,
2.141501,
2.177319,
2.213492,
2.25011,
2.287298,
2.326522,
2.364524,
2.402672,
2.441019,
2.479622,
2.518548,
2.557897,
2.5978,
2.638429,
2.681414,
2.723228,
2.765388,
2.80796,
2.850997,
2.89455,
2.938682,
2.983483,
3.029064,
3.077116,
3.12375,
3.170545,
3.217523,
3.264707,
3.312134,
3.359875,
3.408043,
3.456794,
3.507998,
3.55752,
3.607129,
3.656909,
3.706937,
3.757294,
3.808076,
3.859414,
3.911471,
3.966231,#25 EffortNewEventStart 
4.019244,
4.072385,
4.125719,
4.179301,
4.233192,
4.28747,
4.342254,
4.397701,
4.45591,
4.51215,
4.568429,
4.624838,
4.681461,
4.738388,
4.795737,
4.853665,
4.912366,
4.974086,
5.033854,
5.093813,
5.154068,
5.2147,
5.275782,
5.337393,
5.399637,
5.462653,
5.528715,
5.592545,
5.656332,
5.720143,
5.78403,
5.848056,
5.91231,
5.976924,
6.042075,
6.110182,
6.175809,
6.241309,
6.306813,
6.372436,
6.438281,
6.504462,
6.571123,
6.638438,
6.708887,
6.776825,
6.844662,
6.912509,
6.980459,
7.048587,
7.11699,
7.185787,
7.25514,
7.327578,
7.39731,
7.466825,
7.536255,
7.605716,
7.675315,
7.745169,
7.815429,
7.886279,
7.960314,
8.031654,
8.102855,
8.17406,
8.245381,
8.316904,
8.388711,
8.460898,
8.533591,
8.609337,
8.682147,
8.754554,
8.826674,
8.898597,
8.970403,
9.042184,
9.114063,
9.186197,
9.26119,
9.333098,
9.404531,
9.475671,
9.546659,
9.617619,
9.688658,
9.759899,
9.831493,
9.905985,
9.977466,
10.0485,
10.11924,
10.18982,
10.2603,
10.33079,
10.40138,
10.47219,
10.54571,
10.61612,
10.68597,
10.75543,
10.82461,
10.89365,
10.96262,
11.03164,
11.10084,
11.17265,
11.24141,
11.30962,
11.37745,
11.44502,
11.51241,
11.5797,
11.64695,
11.71421,
11.78378,
11.85019,
11.91579,
11.98074,
12.04516,
12.10912,
12.17271,
12.23599,
12.29909,
12.36419,
12.42615,
12.48729,
12.54781,
12.60788,
12.66759,
12.72703,
12.78629,
12.84543,
12.9065,
12.96466,
13.02205,
13.07885,
13.13518,
13.19113,
13.24675,
